Freq,ICpower,ICpowerError,ECpower,ECpowerError,ErosionRate (nm/s)
25,2000,0,2000,0,0.13623325054919103
25,3600,0,2000,0,0.2098248070625762
25,5000,0,2000,0,0.22942640260051164
