Freq,ICpower,ICpowerError,ECpower,ECpowerError,ErosionRate (nm/s)
40,2000,0,2000,0,0.1649739417127668
40,3600,0,2000,0,0.25763688715972893
40,4000,0,2000,0,0.29542084187438317
40,5000,0,2000,0,0.25284358648550215
