Freq,ICpower,ICpowerError,ECpower,ECpowerError,ErosionRate (nm/s)
25,2000,0,0,0,0.04469286342000311
25,3600,0,0,0,0.17209053942887845
25,4000,0,0,0,0.09660491511539952
25,5000,0,0,0,0.13220998253182956
