; ------------------------------------------------
; Fit results:
; ============
; [1,1] amorphous boron: Thickness [nm] = 92.07656
; amorphous boron: N0 = 2.54600
; amorphous boron: N1 = 4017.90000
; amorphous boron: N2 = -5964.50000
; amorphous boron: K0 = -0.00200
; amorphous boron: K1 = -352.24300
; amorphous boron: K2 = -253.47100
; ------------------------------------------------
;pattern=*****
;lines
;linecolor=008000
;linewidth=1
;marker=0
;markerborder=0
;markercolor=ff
;
; Stylerecord: No. 1
;Marker[1]=0
;MarkerWidth[1]=0.0
;MarkerBorder[1]=black
;MarkerColor[1]=white
;lines[1]=1
;LineColor[1]=black
;LineWidth[1]=0.0
;Pattern[1]=*****--*--
; Stylerecord: No. 2
;Marker[2]=0
;MarkerWidth[2]=0.0
;MarkerBorder[2]=black
;MarkerColor[2]=white
;lines[2]=1
;LineColor[2]=black
;LineWidth[2]=0.0
;Pattern[2]=**
; Stylerecord: No. 3
;Marker[3]=0
;MarkerWidth[3]=0.0
;MarkerBorder[3]=black
;MarkerColor[3]=white
;lines[3]=1
;LineColor[3]=black
;LineWidth[3]=0.0
;Pattern[3]=*-
; Stylerecord: No. 4
;Marker[4]=0
;MarkerWidth[4]=0.0
;MarkerBorder[4]=black
;MarkerColor[4]=white
;lines[4]=1
;LineColor[4]=black
;LineWidth[4]=0.0
;Pattern[4]=**--
; Stylerecord: No. 5
;Marker[5]=0
;MarkerWidth[5]=0.0
;MarkerBorder[5]=black
;MarkerColor[5]=white
;lines[5]=1
;LineColor[5]=black
;LineWidth[5]=0.0
;Pattern[5]=***-*-
; Stylerecord: No. 6
;Marker[6]=0
;MarkerWidth[6]=0.0
;MarkerBorder[6]=black
;MarkerColor[6]=white
;lines[6]=1
;LineColor[6]=black
;LineWidth[6]=0.0
;Pattern[6]=**-*-
671.171753	38.450989	179.195343	34.496479	179.406815	26.832479	181.238861
672.046509	39.742279	179.449478	34.213268	179.717514	26.901979	181.192551
672.921265	39.137421	178.749817	34.485489	180.094315	26.676680	181.395157
673.796021	39.228710	179.444321	34.459980	180.379639	26.787701	181.465836
674.670776	38.295292	179.151016	34.146149	180.313904	26.800180	182.068024
675.545593	39.178532	178.136307	34.417610	180.582352	26.777010	181.820648
676.420349	38.492920	179.243149	34.316830	180.242981	26.928530	182.929718
677.295105	38.769211	179.384857	34.593639	180.632492	26.782301	181.970978
678.169861	38.265911	179.838104	34.498699	181.361450	26.772829	183.524658
679.044617	38.852551	180.648575	34.374870	180.711533	27.048059	183.592545
679.919373	39.133961	179.791718	34.391720	181.064301	27.116690	183.924667
680.794189	38.637291	180.302811	34.224312	180.988327	26.900280	183.579849
681.668945	38.541599	179.443268	34.159081	182.004257	26.948811	184.510559
682.543701	38.987961	180.115967	34.610279	181.465622	26.740200	184.426346
683.418457	38.763802	178.808929	34.323021	181.156708	26.968309	185.156174
684.293213	39.032391	180.590408	34.393539	181.400467	26.922171	184.748260
685.168030	39.167671	180.580368	34.236431	181.662811	27.243601	185.336075
686.042786	38.633801	181.571228	34.414959	181.621536	26.795170	185.733185
686.917542	38.777760	180.540283	34.413780	181.845398	26.660891	185.216965
687.792297	39.018391	180.774033	34.448540	182.388565	26.608931	185.853348
688.667053	39.030220	181.402176	34.434410	182.272797	26.925819	186.208160
689.541870	39.116692	180.066696	34.432011	182.636627	26.872589	187.166672
690.416626	38.347179	180.306168	34.676090	182.564072	26.667150	186.770096
691.291382	38.137272	180.637573	34.458881	182.832855	26.794729	186.861115
692.166138	38.913288	178.948990	34.464069	183.174133	26.887131	187.434464
693.040894	38.897129	179.160095	34.483170	182.599762	26.871120	187.583298
693.915649	39.152592	181.266296	34.431389	183.316910	26.671770	187.330444
694.790466	38.650452	180.406952	34.474880	182.835037	26.737761	188.237976
695.665222	37.914421	182.842896	34.430531	182.888870	26.604601	187.895493
696.539978	38.941799	180.554581	34.393890	183.721390	26.809490	188.400757
697.421143	38.475430	181.794495	34.303070	184.286179	26.814159	188.614349
698.302368	39.107109	183.187775	34.328220	183.905731	26.636339	189.427475
699.183533	38.134850	180.638550	34.411800	184.193924	26.745960	188.905716
700.064697	38.841740	181.530472	34.333561	183.873901	26.803410	189.225037
700.945923	38.491211	183.055435	34.427540	184.236084	26.878370	189.712997
701.827087	39.229240	181.907791	34.480721	184.312637	26.693609	189.813858
702.708252	38.871220	182.088974	34.150959	184.384583	26.928749	190.216171
703.589478	38.883209	183.575409	34.539558	184.289368	26.576429	190.771469
704.470642	38.270908	181.043472	34.414730	185.016312	26.765650	190.400589
705.351807	38.347561	182.666122	34.475498	184.866730	26.635429	190.755478
706.233032	39.160309	181.180664	34.738140	184.846664	26.817890	190.786407
707.114197	37.991482	182.997162	34.429600	184.978241	26.674940	192.017487
707.995361	38.563309	183.038864	34.173149	184.904633	26.672211	191.112457
708.876587	38.864311	182.196762	34.280849	185.284622	26.604401	191.798889
709.757751	38.667179	182.590897	34.243000	185.230194	26.613041	191.659439
710.638916	39.062481	182.708817	34.323738	185.338852	26.641729	192.929245
711.520142	38.757099	182.762299	34.646320	185.708847	26.752199	192.637741
712.401306	38.206402	182.301056	34.450352	185.469360	26.744209	192.576035
713.282471	39.271042	182.093903	34.304390	186.090683	26.542120	193.851685
714.163696	38.392151	182.055603	34.281139	186.509415	26.957380	193.129974
715.044861	38.098881	183.437119	34.204590	185.984863	26.963381	193.146225
715.926025	37.542049	185.401230	34.378429	186.779327	26.817080	193.644485
716.807251	38.231758	183.374924	34.460220	186.628799	26.809540	194.648453
717.688416	39.654480	183.019409	34.305248	186.425156	26.456890	194.541107
718.569580	39.168331	181.949875	34.392750	187.030853	26.490021	194.190842
719.450806	39.336121	181.033661	34.575069	187.109283	26.651569	194.509781
720.331970	37.429489	181.759277	34.238880	186.933868	26.283110	194.506943
721.213135	38.333069	182.154709	34.304459	187.084351	26.552641	195.023804
722.094360	37.494228	184.287506	34.418152	187.454300	26.628349	195.732178
722.975525	37.964642	183.828445	33.836170	187.051117	26.596840	195.330887
723.856689	38.689838	185.026672	34.051628	186.987427	26.468611	195.915009
724.737915	37.463600	185.371490	34.367210	186.288971	26.663240	195.449219
725.619080	38.741951	180.931610	33.996250	187.633514	26.516109	196.239456
726.500244	38.745701	183.320694	34.085529	186.762573	26.719959	196.595932
727.381470	38.262169	185.266891	34.429180	187.638611	26.494400	196.600922
728.262634	39.100670	185.313065	34.219521	187.662430	26.529510	196.476776
729.143799	38.206211	185.716202	34.189571	187.794617	26.575769	197.440155
730.025024	38.465069	183.411865	34.087898	187.976898	26.771860	197.222397
730.906189	39.004131	184.887024	33.899940	188.408554	26.696810	196.959625
731.787354	38.171329	183.409393	33.962460	188.977020	26.616480	197.980103
732.668518	38.274551	184.629379	33.964451	188.626968	26.390209	198.055206
733.549744	37.799000	183.789597	34.214722	188.985413	26.450991	198.332092
734.430908	38.272381	181.332672	34.056129	188.565262	26.250080	198.025894
735.312073	38.483601	182.576019	33.997471	189.045776	26.320221	198.958008
736.193298	38.017948	183.825211	33.961868	189.482803	26.449909	198.631470
737.074463	38.685341	184.928925	34.191231	189.250061	26.265579	198.925323
737.955627	38.669861	183.759293	34.006641	189.212814	26.410709	199.558105
738.836853	38.600220	183.995575	33.959030	188.948502	26.451460	199.873642
739.718018	38.999981	184.722519	34.171391	189.817657	26.352880	200.502136
740.599182	38.446602	185.574844	34.047329	190.100464	26.493759	199.796921
741.480408	39.049809	184.891663	33.946159	189.899002	26.551460	200.400162
742.361572	38.783058	184.542709	33.630482	190.400131	26.133350	200.075607
743.242737	38.526501	184.429916	33.967491	190.666580	26.348789	200.895538
744.123962	39.636360	184.542786	34.279301	189.567841	26.624331	200.574112
745.005127	37.923660	186.132187	34.185131	190.442490	26.483910	201.200302
745.886292	38.877171	186.937332	34.161781	190.718338	26.408119	201.311890
746.767517	39.266411	186.141678	34.171951	190.382874	26.706579	201.228607
747.648682	38.501461	188.099136	33.895760	191.015518	26.748640	201.675980
748.529846	38.292419	185.225922	34.091949	190.448013	26.362869	202.848663
749.411072	37.711529	184.606781	34.297501	190.663254	26.341570	202.522446
750.292236	39.755630	186.778214	34.259682	190.498627	26.526091	203.325943
751.173401	37.631451	187.403275	34.239460	191.317535	26.301979	202.757721
752.054626	41.518131	185.900223	33.627781	190.978104	26.585979	203.066742
752.935791	37.826199	184.886749	34.217369	191.747849	26.508440	203.097641
753.816956	38.392799	182.896347	34.113701	190.344894	26.258980	202.907623
754.698181	39.421101	187.266739	34.096180	191.681335	26.315599	203.967438
755.579346	38.344200	185.099701	34.322620	192.270752	26.572309	203.627228
756.460510	39.388000	186.755081	34.063740	191.770630	26.285521	204.462738
757.341736	38.005661	185.811432	34.116840	191.172806	26.458549	204.078308
758.222900	38.400311	185.665894	34.093830	191.898849	26.276060	204.462616
759.104065	39.820210	185.383621	33.957321	192.261551	26.229000	204.790543
759.985291	37.253971	189.790726	33.784050	193.161102	26.126169	205.155228
760.866455	38.158329	185.502213	33.946812	192.112274	26.428379	204.373947
761.747620	40.070580	187.766190	34.100170	192.834824	26.561050	205.387039
762.628845	38.585091	188.878448	33.910568	192.720352	26.367270	205.630859
763.510010	38.340408	190.355209	34.017799	192.195877	26.400841	205.524048
764.367493	39.032379	188.187729	33.970039	192.269852	26.083420	206.091278
765.225037	39.265751	184.250198	34.013611	193.509460	26.075510	206.759262
766.082520	37.466839	185.903793	33.386108	193.963837	26.111019	207.691666
766.940002	39.689140	187.688721	33.867161	192.399460	25.904369	206.520691
767.797485	37.908730	185.976974	33.692120	193.582230	26.423309	206.922379
768.655029	37.999352	186.570541	33.899818	194.048965	26.244801	207.676346
769.512512	37.815971	187.086212	33.553322	193.835373	26.136950	205.350174
770.369995	38.374821	189.227509	34.168919	193.826309	26.173161	207.575989
771.227539	36.332981	182.091812	34.105370	194.625900	26.514009	206.723312
772.085022	38.883671	187.427246	33.661480	194.183823	26.352840	208.132736
772.942505	38.458172	187.191193	33.385078	193.834396	25.814680	207.910950
773.799988	37.234390	182.699036	33.656139	194.065094	26.390791	207.224609
774.657532	38.759171	186.896805	34.040520	194.376938	26.356581	208.927505
775.515015	37.407631	183.159027	33.905991	193.941299	26.134041	209.453781
776.372498	37.731720	191.889420	33.488949	194.088959	26.230619	208.725082
777.230042	37.919781	189.971146	33.822868	194.718018	26.246811	208.704880
778.087524	38.684231	187.542511	33.511379	194.987610	26.463430	209.262131
778.945007	40.679482	187.073318	33.309761	195.811478	25.933880	209.064667
779.802490	36.748539	183.532974	33.661221	195.301254	26.262529	209.053558
780.660034	37.152691	188.671814	34.196442	195.197281	26.726789	209.790634
781.517517	37.543442	187.225555	33.455269	195.537430	26.296221	210.559891
782.375000	38.284981	187.689758	33.777561	194.825058	25.986679	209.289322
783.232544	36.965210	188.945038	33.256451	195.452972	26.045309	209.932968
784.090027	37.354919	195.068802	33.745312	195.383392	26.328449	210.297348
784.947510	37.833019	193.803055	33.012859	194.988678	26.137541	209.918945
785.804993	37.746639	190.446655	33.477539	196.180481	26.315680	210.555573
786.662537	36.841240	188.964890	33.438690	195.405518	26.181089	210.715683
787.520020	37.481541	191.649704	33.243370	195.491852	26.095310	210.896149
788.377502	38.902309	193.392914	33.656490	195.750168	25.465340	212.044418
789.235046	36.394260	186.653152	34.071400	195.893738	25.852440	211.225204
790.092529	35.794460	190.379700	33.487961	196.108337	25.819220	211.515274
790.950012	36.260490	189.560501	33.583260	196.416229	26.072630	212.475388
791.807495	38.866112	183.876282	33.540951	196.389923	25.901140	212.317978
792.665039	38.750549	191.527145	33.664059	196.819595	26.205820	211.587448
793.522522	35.581051	187.593521	33.604939	196.941528	26.132080	212.496338
794.380005	40.367069	188.702423	33.317879	197.532791	25.930950	212.402084
795.237549	36.936131	185.947556	33.210121	197.562195	25.873039	212.886536
796.095032	36.811840	189.815338	33.604420	196.700012	26.536989	212.892380
796.952515	36.813889	190.737991	33.225349	197.087524	26.131460	213.480881
797.809998	39.212002	191.864655	33.437160	197.949982	26.238079	213.400986
798.667542	38.244511	190.418686	33.192699	197.352463	25.836100	213.771454
799.525024	38.788910	195.430054	33.012630	198.165604	25.843750	212.886536
;pattern=*****
;lines
;linecolor=000080
;linewidth=1
;marker=0
;markerborder=0
;markercolor=ff
;
; Stylerecord: No. 1
;Marker[1]=0
;MarkerWidth[1]=0.0
;MarkerBorder[1]=black
;MarkerColor[1]=white
;lines[1]=1
;LineColor[1]=black
;LineWidth[1]=0.0
;Pattern[1]=*****--*--
; Stylerecord: No. 2
;Marker[2]=0
;MarkerWidth[2]=0.0
;MarkerBorder[2]=black
;MarkerColor[2]=white
;lines[2]=1
;LineColor[2]=black
;LineWidth[2]=0.0
;Pattern[2]=**
; Stylerecord: No. 3
;Marker[3]=0
;MarkerWidth[3]=0.0
;MarkerBorder[3]=black
;MarkerColor[3]=white
;lines[3]=1
;LineColor[3]=black
;LineWidth[3]=0.0
;Pattern[3]=*-
; Stylerecord: No. 4
;Marker[4]=0
;MarkerWidth[4]=0.0
;MarkerBorder[4]=black
;MarkerColor[4]=white
;lines[4]=1
;LineColor[4]=black
;LineWidth[4]=0.0
;Pattern[4]=**--
; Stylerecord: No. 5
;Marker[5]=0
;MarkerWidth[5]=0.0
;MarkerBorder[5]=black
;MarkerColor[5]=white
;lines[5]=1
;LineColor[5]=black
;LineWidth[5]=0.0
;Pattern[5]=***-*-
; Stylerecord: No. 6
;Marker[6]=0
;MarkerWidth[6]=0.0
;MarkerBorder[6]=black
;MarkerColor[6]=white
;lines[6]=1
;LineColor[6]=black
;LineWidth[6]=0.0
;Pattern[6]=**-*-
456.349762	28.976730	165.726715	20.913010	151.818192	13.073040	114.629150
464.040924	29.371571	165.115265	21.534769	151.173294	13.835920	115.542503
471.732086	29.899651	164.503876	22.336161	150.646027	14.770460	116.920731
479.423248	30.486019	164.152695	23.183090	150.574799	15.679710	118.836594
487.114410	31.128250	163.926392	24.096399	150.717667	16.648701	120.987129
494.805603	31.820869	163.819275	25.073709	151.050095	17.689369	123.321930
502.496765	32.519699	163.971985	26.040400	151.762970	18.686769	126.011948
510.187927	33.182259	164.321533	26.947809	152.729355	19.611071	128.841675
517.879089	33.786839	164.799545	27.773020	153.836075	20.451490	131.662048
525.570251	34.337189	165.371094	28.523760	155.040161	21.219299	134.463257
533.261414	34.835739	166.003326	29.205200	156.298599	21.922689	137.216522
540.952576	35.285019	166.646881	29.823481	157.539246	22.575010	139.834717
548.704346	35.697060	167.298416	30.394831	158.766876	23.192060	142.355911
556.577209	36.081211	167.968628	30.931070	160.006226	23.783251	144.841110
564.450134	36.442261	168.661407	31.438271	161.268021	24.353451	147.320297
572.323059	36.795761	169.400330	31.938210	162.598007	24.927580	149.890350
580.195923	37.126610	170.186096	32.407471	163.994125	25.472570	152.537247
588.068848	37.402699	171.001205	32.796310	165.421204	25.917400	155.182495
595.941772	37.624531	171.827332	33.105061	166.852432	26.260860	157.792648
603.814636	37.822418	172.647064	33.381222	168.268127	26.572321	160.362503
611.687561	38.003490	173.457687	33.635521	169.665878	26.866390	162.893585
619.560486	38.163078	174.267685	33.859600	171.059509	27.128040	165.407867
627.433350	38.299671	175.085831	34.050171	172.464111	27.350140	167.932693
635.306274	38.413212	175.903412	34.207050	173.865723	27.532129	170.445633
643.179199	38.504261	176.715851	34.330860	175.257233	27.674210	172.936020
651.052063	38.572971	177.521057	34.421490	176.635605	27.775320	175.399948
658.924988	38.618889	178.318253	34.477879	177.999863	27.832960	177.837082
666.797913	38.639660	179.109695	34.495800	179.354050	27.839720	180.255692
674.670776	38.637001	179.891373	34.477879	180.691910	27.799370	182.646835
682.543701	38.617580	180.652969	34.435009	181.996796	27.728729	184.982727
690.416626	38.584518	181.390076	34.372131	183.261414	27.635059	187.250854
698.302368	38.539169	182.102295	34.291248	184.485168	27.520950	189.450455
706.233032	38.480751	182.792435	34.190929	185.672897	27.383739	191.590622
714.163696	38.407688	183.453796	34.068520	186.813034	27.218660	193.651642
722.094360	38.321918	184.085129	33.927021	187.903625	27.029890	195.630676
730.025024	38.231720	184.689133	33.779819	188.949432	26.837971	197.534821
737.955627	38.141590	185.262894	33.634190	189.945343	26.653400	199.353195
745.886292	38.053848	185.810257	33.493771	190.897705	26.481359	201.095596
753.816956	37.971088	186.336060	33.362659	191.814606	26.327860	202.774399
761.747620	37.894920	186.850311	33.243469	192.712952	26.197180	204.417694
769.512512	37.832481	187.348755	33.147690	193.584686	26.105829	206.005646
777.230042	37.782139	187.844131	33.072708	194.451462	26.050520	207.575485
784.947510	37.736080	188.344513	33.005859	195.327377	26.012659	209.154846
792.665039	37.693699	188.857819	32.946320	196.225876	25.991930	210.766144
