Time Averaged IV scan
Frame ,1,Time,0
Electrode Voltage ,1.45654
Channel,1
Average Energy,276.852
Ion Flux,0.158715
V,I_1,dI/dE_1,
300.06,-3.94275e-08,1.62608e-09,
301.084,-3.77623e-08,1.36937e-09,
302.108,-3.63601e-08,1.55204e-10,
303.132,-3.62011e-08,1.63126e-09,
304.156,-3.45307e-08,1.28623e-09,
305.18,-3.32135e-08,1.91636e-09,
306.204,-3.12511e-08,-9.43514e-10,
307.228,-3.22173e-08,1.41998e-09,
308.252,-3.07632e-08,4.43463e-10,
309.276,-3.03091e-08,-2.74726e-10,
310.3,-3.05904e-08,8.59106e-10,
311.324,-2.97107e-08,8.89878e-10,
312.348,-2.87994e-08,-1.18261e-09,
313.372,-3.00104e-08,-7.03583e-10,
314.396,-3.07309e-08,1.31462e-09,
315.42,-2.93847e-08,-5.33753e-10,
316.444,-2.99313e-08,-4.72222e-11,
317.468,-2.99797e-08,1.16259e-09,
318.492,-2.87891e-08,-1.81598e-10,
319.516,-2.89751e-08,-1.79875e-09,
320.54,-3.08171e-08,9.66397e-10,
321.564,-2.98275e-08,4.64002e-10,
322.588,-2.93523e-08,-7.69574e-10,
323.612,-3.01404e-08,7.28211e-10,
324.636,-2.93947e-08,-1.04431e-09,
325.66,-3.04641e-08,6.08366e-10,
326.685,-2.98411e-08,-2.15979e-10,
327.709,-3.00622e-08,-9.98013e-10,
328.733,-3.10842e-08,5.73226e-11,
329.757,-3.10255e-08,9.18042e-10,
330.781,-3.00854e-08,-1.14504e-09,
331.805,-3.1258e-08,4.47772e-10,
332.829,-3.07995e-08,-1.34152e-10,
333.853,-3.09368e-08,-5.97843e-10,
334.877,-3.1549e-08,7.36732e-13,
335.901,-3.15483e-08,-1.27704e-09,
336.925,-3.2856e-08,1.96573e-09,
337.949,-3.08431e-08,-3.94507e-10,
338.973,-3.1247e-08,-1.61043e-09,
339.997,-3.28962e-08,7.99007e-10,
341.021,-3.2078e-08,-4.62231e-10,
342.045,-3.25513e-08,7.52591e-10,
343.069,-3.17806e-08,-8.61623e-10,
344.093,-3.26629e-08,1.07123e-09,
345.117,-3.1566e-08,-9.89147e-10,
346.141,-3.25789e-08,3.94872e-10,
347.165,-3.21745e-08,-3.66111e-10,
348.189,-3.25494e-08,7.2191e-10,
349.213,-3.18102e-08,-1.8126e-09,
350.237,-3.36663e-08,1.41399e-09,
351.261,-3.22184e-08,-1.33259e-09,
352.285,-3.3583e-08,6.08406e-10,
353.309,-3.296e-08,1.2149e-10,
354.333,-3.28356e-08,9.25658e-11,
355.357,-3.27408e-08,-1.47512e-09,
356.381,-3.42513e-08,1.57389e-09,
357.405,-3.26396e-08,-7.83186e-10,
358.429,-3.34416e-08,-1.28155e-09,
359.453,-3.4754e-08,2.20081e-09,
360.477,-3.25003e-08,-8.53691e-10,
361.501,-3.33745e-08,-1.3969e-11,
362.525,-3.33888e-08,2.59339e-10,
363.549,-3.31232e-08,-8.3297e-10,
364.574,-3.39762e-08,-1.91288e-10,
365.598,-3.41721e-08,4.31651e-10,
366.622,-3.37301e-08,-1.14043e-09,
367.646,-3.48979e-08,7.54795e-11,
368.67,-3.48206e-08,-2.58551e-10,
369.694,-3.50854e-08,7.38401e-10,
370.718,-3.43292e-08,-9.12735e-10,
371.742,-3.52639e-08,5.43045e-10,
372.766,-3.47078e-08,-3.30288e-10,
373.79,-3.5046e-08,1.17275e-11,
374.814,-3.5034e-08,-2.29824e-10,
375.838,-3.52694e-08,-8.03322e-10,
376.862,-3.6092e-08,-3.82377e-10,
377.886,-3.64835e-08,1.24639e-09,
378.91,-3.52072e-08,-8.47688e-10,
379.934,-3.60753e-08,5.26797e-10,
380.958,-3.55358e-08,1.38552e-10,
381.982,-3.53939e-08,1.18473e-10,
383.006,-3.52726e-08,-1.30679e-09,
384.03,-3.66108e-08,-2.32584e-10,
385.054,-3.6849e-08,4.11565e-10,
386.078,-3.64275e-08,-1.63697e-10,
387.102,-3.65951e-08,5.55394e-10,
388.126,-3.60264e-08,9.47221e-11,
389.15,-3.59294e-08,-5.88101e-10,
390.174,-3.65316e-08,-1.26231e-09,
391.198,-3.78243e-08,4.81784e-10,
392.222,-3.73309e-08,7.68665e-10,
393.246,-3.65438e-08,5.16079e-10,
394.27,-3.60153e-08,-1.52787e-09,
395.294,-3.75799e-08,6.27397e-10,
396.318,-3.69374e-08,-6.00824e-10,
397.342,-3.75527e-08,3.3538e-10,
398.366,-3.72092e-08,3.3538e-10,

